tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
1484.00;337277973#1_1;74.82;7.41;1345.00;0.00;492471410#1_0;0.20;0.00;tripinfo_269 emissions_269 fcd_269;139.00;269;0;621.01;0.93;0.00;56.85;DEFAULT_VEHTYPE;;2;45.00;270782.670058;10551.428401;54.293433;115.307121;5.281400;0;116.402449
1490.00;542428844#0_0;0.20;4.49;1420.00;0.00;49217110#3_0;0.20;0.00;tripinfo_284 emissions_284 fcd_284;70.00;284;0;101.96;0.87;0.00;54.83;DEFAULT_VEHTYPE;;2;49.00;162445.310989;8789.070637;43.817972;72.936452;3.791573;0;69.832207
1498.00;49217108#1_0;0.10;7.98;1255.00;0.00;42143912#2_0;5.10;0.00;tripinfo_251 emissions_251 fcd_251;243.00;251;0;790.83;1.08;0.00;154.22;DEFAULT_VEHTYPE;;5;125.00;507151.939305;22199.481008;112.925489;222.226240;10.952927;0;218.011994
1512.00;49217116#2_0;17.96;6.92;1135.00;0.00;40668087#1_0;5.10;0.00;tripinfo_227 emissions_227 fcd_227;377.00;227;0;1280.09;0.91;0.00;227.73;DEFAULT_VEHTYPE;;6;189.00;778125.720896;33604.540670;171.107985;337.787931;16.328053;0;334.497226
1531.00;42143912#4_0;0.20;8.30;1365.00;0.00;567060339#0_0;5.10;0.00;tripinfo_273 emissions_273 fcd_273;166.00;273;0;1024.46;1.00;0.00;55.86;DEFAULT_VEHTYPE;;3;31.00;319431.499253;8512.096229;46.183385;133.549389;5.871847;0;137.312516
1536.00;351440624#6_0;94.39;9.55;1460.00;0.00;553352498#3_0;5.10;0.00;tripinfo_292 emissions_292 fcd_292;76.00;292;0;413.00;0.97;0.00;26.31;DEFAULT_VEHTYPE;;1;14.00;148143.528338;4315.357937;23.081520;62.144446;2.733827;0;63.682045
1539.00;42141326#9_0;28.94;10.93;1270.00;0.00;337277957#1_0;0.20;0.00;tripinfo_254 emissions_254 fcd_254;269.00;254;0;1063.24;1.03;0.00;157.59;DEFAULT_VEHTYPE;;5;123.00;549435.978968;22292.175329;114.295259;237.313808;11.366183;0;236.188132
1546.00;492471412#2_0;50.44;7.47;1310.00;0.00;49217116#2_0;5.10;0.00;tripinfo_262 emissions_262 fcd_262;236.00;262;0;1172.60;0.97;0.00;100.35;DEFAULT_VEHTYPE;;2;63.00;458200.492369;15734.364988;82.265724;194.536983;8.847649;0;196.966833
1546.00;492471759#5_0;37.25;8.05;1435.00;0.00;40668087#4_0;5.10;0.00;tripinfo_287 emissions_287 fcd_287;111.00;287;0;316.66;1.07;0.00;74.29;DEFAULT_VEHTYPE;;2;63.00;242287.087360;10935.331380;55.448748;106.410129;5.273835;0;104.153409
1546.00;542428845#1_0;0.20;7.38;1450.00;0.00;40668087#4_0;5.10;0.00;tripinfo_290 emissions_290 fcd_290;96.00;290;0;321.66;1.00;0.00;56.81;DEFAULT_VEHTYPE;;2;46.00;197496.491645;8291.418538;42.339402;85.512991;4.083844;0;84.898785
1551.00;567060339#0_0;43.85;9.02;1350.00;0.00;492471759#5_0;5.10;0.00;tripinfo_270 emissions_270 fcd_270;201.00;270;0;952.43;1.10;0.00;100.00;DEFAULT_VEHTYPE;;3;77.00;429912.875301;15884.973686;82.349171;184.618825;8.711593;0;184.807215
1552.00;567060342#0_0;27.51;8.08;1390.00;0.00;337277981#0_0;0.20;0.00;tripinfo_278 emissions_278 fcd_278;162.00;278;0;674.09;1.06;0.00;87.49;DEFAULT_VEHTYPE;;3;65.00;332077.946627;12720.644534;65.640164;142.527595;6.701315;0;142.751203
1564.00;337277984#3_1;29.42;10.55;1475.00;0.00;542428845#1_0;0.20;0.00;tripinfo_295 emissions_295 fcd_295;89.00;295;0;434.54;0.98;0.00;38.20;DEFAULT_VEHTYPE;;1;21.00;178987.888495;5921.833375;31.108370;75.657820;3.398148;0;76.941489
1576.00;492471759#0_0;0.20;4.09;1305.00;0.00;49217116#2_0;5.10;0.00;tripinfo_261 emissions_261 fcd_261;271.00;261;0;961.61;0.89;0.00;145.76;DEFAULT_VEHTYPE;;4;115.00;508130.071666;21528.935168;109.818567;220.024517;10.499135;0;218.432539
1583.00;337277951#3_1;0.92;7.36;1470.00;0.00;42141326#9_0;5.10;0.00;tripinfo_294 emissions_294 fcd_294;113.00;294;0;652.01;0.96;0.00;38.97;DEFAULT_VEHTYPE;;1;25.00;226661.696159;7129.571241;37.688215;94.305762;4.106423;0;97.435028
1584.00;49217116#1_0;33.50;5.82;1375.00;0.00;49222369#1_0;5.10;0.00;tripinfo_275 emissions_275 fcd_275;209.00;275;0;818.01;0.84;0.00;78.10;DEFAULT_VEHTYPE;;2;53.00;347165.741814;14133.037162;72.351471;148.422199;6.820356;0;149.237965
1588.00;492471758#0_0;44.88;4.23;1335.00;0.00;49222369#2_0;5.10;0.00;tripinfo_267 emissions_267 fcd_267;253.00;267;0;841.61;0.90;0.00;113.86;DEFAULT_VEHTYPE;;3;86.00;429003.852152;19039.673454;96.606587;185.694878;8.808014;0;184.418929
1634.00;554582106#9_0;0.20;7.96;1495.00;0.00;337277951#0_0;0.20;0.00;tripinfo_299 emissions_299 fcd_299;139.00;299;0;653.95;1.10;0.00;76.13;DEFAULT_VEHTYPE;;2;63.00;309855.415166;11719.816262;60.593652;133.095329;6.336079;0;133.198136
1643.00;337277957#7_0;5.17;7.47;1290.00;0.00;40668087#1_0;5.10;0.00;tripinfo_258 emissions_258 fcd_258;353.00;258;0;1357.64;0.92;0.00;174.69;DEFAULT_VEHTYPE;;6;134.00;629931.710085;25673.651536;131.468870;270.304300;12.615796;0;270.791777
1644.00;567060339#0_0;43.85;7.45;1415.00;0.00;337277973#1_0;5.10;0.00;tripinfo_283 emissions_283 fcd_283;229.00;283;0;769.45;0.95;0.00;132.93;DEFAULT_VEHTYPE;;4;108.00;477999.178875;20488.584406;104.399851;207.531243;9.990233;0;205.480061
1646.00;49217119#0_0;0.20;7.19;1510.00;0.00;49222369#1_0;5.10;0.00;tripinfo_302 emissions_302 fcd_302;136.00;302;0;620.43;0.97;0.00;46.42;DEFAULT_VEHTYPE;;1;24.00;247103.667371;8384.356378;43.887394;104.719844;4.690013;0;106.222558
1652.00;492471759#8_0;8.40;6.13;1410.00;0.00;542428845#0_0;5.10;0.00;tripinfo_282 emissions_282 fcd_282;242.00;282;0;845.74;0.83;0.00;118.54;DEFAULT_VEHTYPE;;4;87.00;422322.536713;17904.181404;91.284802;182.031228;8.552730;0;181.546248
1660.00;42143918#9_1;96.11;11.13;1440.00;0.00;45429543#3_0;5.10;0.00;tripinfo_288 emissions_288 fcd_288;220.00;288;0;965.37;1.02;0.00;117.94;DEFAULT_VEHTYPE;;4;86.00;456561.296288;16791.145556;87.079739;195.450859;9.154415;0;196.262687
1660.00;42143918#11_1;10.93;10.09;1535.00;0.00;45429543#2_0;5.10;0.00;tripinfo_307 emissions_307 fcd_307;125.00;307;0;665.60;1.00;0.00;53.59;DEFAULT_VEHTYPE;;2;38.00;262038.617220;8454.751475;44.562943;109.770037;4.895233;0;112.642478
1660.00;42143918#8_1;114.80;12.27;1633.00;3.00;554582106#8_0;0.20;0.00;tripinfo_326 emissions_326 fcd_326;27.00;326;0;234.11;1.15;0.00;4.44;DEFAULT_VEHTYPE;;0;0.00;74296.302626;1392.719801;8.074441;30.494451;1.295224;0;31.937019
1665.00;49217109#3_0;74.65;4.73;1386.00;1.00;542428845#0_0;5.10;0.00;tripinfo_277 emissions_277 fcd_277;279.00;277;0;864.32;0.87;0.00;150.18;DEFAULT_VEHTYPE;;5;118.00;524986.562905;23345.522222;118.470348;228.289965;10.975724;0;225.679460
1667.00;554582106#0_0;0.20;5.21;1485.00;0.00;42141326#3_0;5.10;0.00;tripinfo_297 emissions_297 fcd_297;182.00;297;0;777.11;1.04;0.00;94.64;DEFAULT_VEHTYPE;;4;72.00;338805.365411;12650.255848;65.463341;144.485927;6.710723;0;145.643059
1674.00;42143918#12_0;103.20;11.48;1425.00;0.00;492443336#0_0;5.10;0.00;tripinfo_285 emissions_285 fcd_285;249.00;285;0;1210.48;1.04;0.00;123.19;DEFAULT_VEHTYPE;;4;92.00;523494.396218;18809.150508;97.805362;222.765734;10.309713;0;225.035238
1681.00;492471414_0;102.68;8.00;1560.00;0.00;45429543#3_0;5.10;0.00;tripinfo_312 emissions_312 fcd_312;121.00;312;0;536.46;1.02;0.00;56.19;DEFAULT_VEHTYPE;;3;40.00;236485.606323;8252.947755;43.068580;100.861257;4.631557;0;101.658174
1682.00;40668087#4_0;102.89;8.18;1595.00;0.00;45429543#2_0;5.10;0.00;tripinfo_319 emissions_319 fcd_319;87.00;319;0;314.20;1.11;0.00;51.97;DEFAULT_VEHTYPE;;2;41.00;193291.446929;7777.851665;39.935302;84.305735;4.103565;0;83.090698
1701.00;49217110#2_0;105.57;7.30;1685.00;0.00;49217110#1_0;0.20;0.00;tripinfo_337 emissions_337 fcd_337;16.00;337;0;105.91;1.01;0.00;2.78;DEFAULT_VEHTYPE;;0;0.00;33862.338788;836.379920;4.591979;14.087859;0.600087;0;14.556214
1720.00;42143912#4_0;0.20;7.07;1635.00;0.00;492471759#6_0;5.10;0.00;tripinfo_327 emissions_327 fcd_327;85.00;327;0;595.71;0.91;0.00;15.48;DEFAULT_VEHTYPE;;1;1.00;170561.910914;3735.435559;20.935045;69.515437;2.825641;0;73.318405
1722.00;42141326#16_0;15.63;11.77;1540.00;0.00;492471410#0_0;5.10;0.00;tripinfo_308 emissions_308 fcd_308;182.00;308;0;984.96;1.15;0.00;89.23;DEFAULT_VEHTYPE;;2;70.00;427397.416092;14726.229866;77.040435;182.577373;8.588635;0;183.725141
1723.00;40668087#5_0;84.58;7.53;1490.00;0.00;49222369#3_0;5.10;0.00;tripinfo_298 emissions_298 fcd_298;233.00;298;0;746.64;1.00;0.00;136.50;DEFAULT_VEHTYPE;;3;117.00;481824.477964;21723.301289;110.090214;209.299125;10.116938;0;207.125328
1726.00;492471759#3_0;93.66;9.01;1480.00;0.00;351440624#2_0;5.10;0.00;tripinfo_296 emissions_296 fcd_296;246.00;296;0;868.95;1.10;0.00;156.40;DEFAULT_VEHTYPE;;4;125.00;528126.241923;22599.430317;115.207339;229.366350;11.144949;0;227.028318
1726.00;42141326#12_0;100.79;11.83;1525.00;0.00;49222369#1_0;5.10;0.00;tripinfo_305 emissions_305 fcd_305;201.00;305;0;1205.82;1.07;0.00;57.20;DEFAULT_VEHTYPE;;1;21.00;398207.446941;10886.679525;58.774112;165.708716;7.127269;0;171.176043
1730.00;492471412#2_0;50.44;8.34;1505.00;0.00;42143920#0_0;5.10;0.00;tripinfo_301 emissions_301 fcd_301;225.00;301;0;1117.20;1.09;0.00;111.66;DEFAULT_VEHTYPE;;5;75.00;477507.270503;15508.340922;81.719446;202.254459;9.223977;0;205.265532
1731.00;567060339#0_0;43.85;8.18;1430.00;0.00;492468486_0;5.10;0.00;tripinfo_286 emissions_286 fcd_286;301.00;286;0;1089.58;1.11;0.00;184.10;DEFAULT_VEHTYPE;;6;148.00;643230.266553;26673.893758;136.482024;280.499380;13.683779;0;276.507730
1732.00;42143918#13_0;198.42;9.89;1620.00;0.00;42143918#6_0;5.10;0.00;tripinfo_324 emissions_324 fcd_324;112.00;324;0;753.88;0.97;0.00;41.50;DEFAULT_VEHTYPE;;1;30.00;225116.662578;6822.051438;36.267917;93.128511;4.077074;0;96.770700
1742.00;42143920#0_0;19.96;7.89;1610.00;0.00;553352498#1_0;5.10;0.00;tripinfo_322 emissions_322 fcd_322;132.00;322;0;565.00;1.04;0.00;67.44;DEFAULT_VEHTYPE;;2;52.00;272501.226182;10580.332481;54.520738;117.625465;5.586277;0;117.140781
1751.00;42143918#3_1;26.32;9.85;1710.00;0.00;1053072563_0;5.10;0.00;tripinfo_342 emissions_342 fcd_342;41.00;342;0;306.76;0.97;0.00;5.52;DEFAULT_VEHTYPE;;0;0.00;86019.676975;1854.324858;10.427456;35.174529;1.441439;0;36.976701
1758.00;337277973#2_1;0.20;4.53;1550.00;0.00;40668087#1_0;5.10;0.00;tripinfo_310 emissions_310 fcd_310;208.00;310;0;855.55;1.06;0.00;110.93;DEFAULT_VEHTYPE;;4;87.00;414923.677407;16351.766804;84.061888;177.329301;8.252176;0;178.364884
1769.00;492471759#2_0;68.11;8.90;1515.00;0.00;42143920#0_0;5.10;0.00;tripinfo_303 emissions_303 fcd_303;254.00;303;0;1010.15;1.07;0.00;144.29;DEFAULT_VEHTYPE;;5;111.00;568624.359181;22519.665826;115.779708;245.427093;11.702818;0;244.436312
1769.00;42143918#7_0;103.14;9.62;1530.00;0.00;49217108#1_0;0.10;0.00;tripinfo_306 emissions_306 fcd_306;239.00;306;0;780.99;0.91;0.00;142.13;DEFAULT_VEHTYPE;;4;122.00;509629.249801;23209.721017;117.543923;222.868030;10.942263;0;219.077801
1779.00;49217108#2_0;87.61;8.89;1615.00;0.00;553352498#1_0;5.10;0.00;tripinfo_323 emissions_323 fcd_323;164.00;323;0;854.74;1.14;0.00;73.26;DEFAULT_VEHTYPE;;3;54.00;342174.545165;11759.832728;61.466112;144.227804;6.510552;0;147.090912
1782.00;337277981#2_1;15.40;7.80;1645.00;0.00;337277957#2_0;5.10;0.00;tripinfo_329 emissions_329 fcd_329;137.00;329;0;600.36;0.96;0.00;62.70;DEFAULT_VEHTYPE;;3;42.00;263153.787430;9588.214094;49.764469;112.555969;5.202084;0;113.122309
1790.00;40668087#4_0;102.89;6.34;1545.00;0.00;49222369#3_0;5.10;0.00;tripinfo_309 emissions_309 fcd_309;245.00;309;0;1084.65;0.84;0.00;94.77;DEFAULT_VEHTYPE;;2;66.00;438141.491227;16840.703846;86.785783;186.264641;8.480428;0;188.345555
1794.00;45429543#3_0;92.24;7.79;1575.00;0.00;567060339#3_0;5.10;0.00;tripinfo_315 emissions_315 fcd_315;219.00;315;0;845.14;0.97;0.00;119.27;DEFAULT_VEHTYPE;;4;99.00;449587.004171;18436.306386;94.374263;193.325060;9.140889;0;193.266067
1803.00;554582106#9_0;0.20;5.92;1693.00;3.00;492468579_0;5.10;0.00;tripinfo_338 emissions_338 fcd_338;110.00;338;0;442.60;0.97;0.00;55.10;DEFAULT_VEHTYPE;;1;38.00;221594.439726;8608.878035;44.322313;94.672669;4.366996;0;95.257611
1805.00;492443337#3_0;247.77;6.77;1500.00;0.00;337277970#0_0;0.20;0.00;tripinfo_300 emissions_300 fcd_300;305.00;300;0;1320.72;0.83;0.00;121.19;DEFAULT_VEHTYPE;;3;90.00;527880.492907;20531.043543;105.628800;223.798467;10.107666;0;226.922367
1815.00;337277977#0_0;97.57;7.16;1605.00;0.00;49222369#2_0;5.10;0.00;tripinfo_321 emissions_321 fcd_321;210.00;321;0;898.54;0.99;0.00;93.28;DEFAULT_VEHTYPE;;4;65.00;388128.803284;14706.343972;75.947702;165.728099;7.644117;0;166.846041
1820.00;337277981#4_0;0.20;7.38;1700.00;0.00;49217119#0_0;0.20;0.00;tripinfo_340 emissions_340 fcd_340;120.00;340;0;807.76;1.02;0.00;34.18;DEFAULT_VEHTYPE;;2;14.00;241833.912649;5967.213263;32.747236;99.056406;4.134854;0;103.956077
1834.00;337277970#2_1;0.20;10.25;1580.00;0.00;42141326#0_0;5.10;0.00;tripinfo_316 emissions_316 fcd_316;254.00;316;0;1163.71;1.24;0.00;161.33;DEFAULT_VEHTYPE;;5;128.00;633144.935170;23645.760157;122.523793;273.662186;13.325543;0;272.170454
1840.00;42141326#11_1;100.60;10.41;1650.00;0.00;49217102_0;5.10;0.00;tripinfo_330 emissions_330 fcd_330;190.00;330;0;972.19;1.04;0.00;92.74;DEFAULT_VEHTYPE;;2;61.00;399448.357518;13968.045672;72.868137;169.227840;7.744712;0;171.711255
1847.00;337277973#2_1;0.20;7.31;1655.00;0.00;604749601#0_0;5.10;0.00;tripinfo_331 emissions_331 fcd_331;192.00;331;0;1073.90;0.88;0.00;44.58;DEFAULT_VEHTYPE;;2;21.00;323873.930305;9435.633754;50.371453;133.328617;5.515509;0;139.223442
1857.00;42141326#12_1;100.79;9.37;1680.00;0.00;604749601#0_0;5.10;0.00;tripinfo_336 emissions_336 fcd_336;177.00;336;0;1002.02;0.95;0.00;59.98;DEFAULT_VEHTYPE;;1;39.00;325831.684900;10371.275449;54.742642;136.151380;5.973293;0;140.065200
1865.00;42141326#12_1;100.79;6.89;1760.00;0.00;337277984#2_0;5.10;0.00;tripinfo_352 emissions_352 fcd_352;105.00;352;0;654.87;0.71;0.00;15.88;DEFAULT_VEHTYPE;;0;0.00;186614.299831;4725.878506;25.778651;75.974139;3.031122;0;80.219354
1866.00;542429228_0;102.32;5.97;1675.00;0.00;42143918#2_0;5.10;0.00;tripinfo_335 emissions_335 fcd_335;191.00;335;0;751.06;1.13;0.00;106.24;DEFAULT_VEHTYPE;;3;85.00;397637.952480;16309.032971;83.503040;171.641065;8.187352;0;170.934332
1868.00;42143918#4_0;41.27;12.18;1725.00;0.00;49222369#3_0;5.10;0.00;tripinfo_345 emissions_345 fcd_345;143.00;345;0;926.68;1.14;0.00;56.25;DEFAULT_VEHTYPE;;2;37.00;294696.410664;8212.074664;44.227060;121.665173;5.321973;0;126.680309
1893.00;45429543#6_0;0.20;4.97;1745.00;0.00;42143918#1_0;5.10;0.00;tripinfo_349 emissions_349 fcd_349;148.00;349;0;859.11;0.99;0.00;55.46;DEFAULT_VEHTYPE;;2;35.00;310760.221212;9381.881236;49.910618;129.745067;5.709568;0;133.585997
1895.00;49217104#1_1;20.12;8.44;1600.00;0.00;567060339#3_0;5.10;0.00;tripinfo_320 emissions_320 fcd_320;295.00;320;0;960.27;1.09;0.00;193.09;DEFAULT_VEHTYPE;;6;154.00;645999.253266;27706.601076;141.254007;282.678873;13.906674;0;277.698589
1901.00;42143918#3_1;26.32;11.96;1670.00;0.00;45429543#0_0;5.10;0.00;tripinfo_334 emissions_334 fcd_334;231.00;334;0;851.70;1.10;0.00;147.51;DEFAULT_VEHTYPE;;5;121.00;525646.657189;21491.398472;110.157825;228.911699;11.204165;0;225.961389
1918.00;337277984#8_0;158.41;10.47;1695.00;0.00;351440624#2_0;5.10;0.00;tripinfo_339 emissions_339 fcd_339;223.00;339;0;1606.01;0.99;0.00;65.96;DEFAULT_VEHTYPE;;1;46.00;441689.674377;11790.295802;63.867495;180.288889;7.603276;0;189.867976
1920.00;49217108#2_0;87.61;7.33;1765.00;0.00;492471410#1_0;0.20;0.00;tripinfo_353 emissions_353 fcd_353;155.00;353;0;537.85;0.96;0.00;86.86;DEFAULT_VEHTYPE;;2;76.00;329416.882650;14872.643086;75.391041;144.131101;7.074474;0;141.608562
1921.00;492443337#1_0;110.61;8.38;1720.00;0.00;351440624#6_0;5.10;0.00;tripinfo_344 emissions_344 fcd_344;201.00;344;0;1087.93;1.04;0.00;83.36;DEFAULT_VEHTYPE;;2;61.00;406087.745890;13931.470733;72.847781;171.556871;7.793133;0;174.565224
1937.00;554582106#9_0;0.20;5.49;1860.00;0.00;42141326#1_0;5.10;0.00;tripinfo_372 emissions_372 fcd_372;77.00;372;0;338.46;1.05;0.00;47.12;DEFAULT_VEHTYPE;;2;34.00;176675.549309;6248.198597;32.584901;75.919893;3.612393;0;75.947479
1978.00;554582106#7_0;20.54;7.29;1740.00;0.00;49217119#1_0;5.10;0.00;tripinfo_348 emissions_348 fcd_348;238.00;348;0;1131.06;0.88;0.00;103.76;DEFAULT_VEHTYPE;;3;78.00;468357.136099;17151.486240;88.925905;198.637080;9.048619;0;201.333806
1981.00;42143918#12_0;103.20;7.08;1790.00;0.00;337277951#5_0;4.12;0.00;tripinfo_358 emissions_358 fcd_358;191.00;358;0;1009.94;0.75;0.00;60.18;DEFAULT_VEHTYPE;;2;43.00;341276.789702;11950.732553;62.244498;142.448121;6.202688;0;146.705577
2000.00;337277970#0_1;0.20;4.54;1840.00;0.00;42143920#0_0;5.10;0.00;tripinfo_368 emissions_368 fcd_368;160.00;368;0;684.32;0.96;0.00;79.22;DEFAULT_VEHTYPE;;3;57.00;318442.303622;12206.228881;62.983777;136.942973;6.450764;0;136.889571
2002.00;567060339#0_0;43.85;8.04;1800.00;0.00;337277970#1_0;5.10;0.00;tripinfo_360 emissions_360 fcd_360;202.00;360;0;573.41;1.04;0.00;137.55;DEFAULT_VEHTYPE;;4;116.00;448808.366939;20223.393838;102.579560;197.530565;9.848135;0;192.931816
2005.00;542428844#1_0;40.23;7.34;1960.00;0.00;40668087#5_0;5.10;0.00;tripinfo_392 emissions_392 fcd_392;45.00;392;0;258.54;0.89;0.00;9.83;DEFAULT_VEHTYPE;;1;2.00;81801.491587;2102.088511;11.449317;33.712095;1.388913;0;35.163705
2008.00;554582106#6_0;1.23;8.34;1910.00;0.00;45429543#5_0;5.10;0.00;tripinfo_382 emissions_382 fcd_382;98.00;382;0;428.17;1.08;0.00;43.93;DEFAULT_VEHTYPE;;1;25.00;194561.103362;6626.749739;34.678606;82.638919;3.734160;0;83.636030
2012.00;554582106#3_0;94.14;8.23;1940.00;0.00;604749601#0_0;5.10;0.00;tripinfo_388 emissions_388 fcd_388;72.00;388;0;550.11;1.04;0.00;7.45;DEFAULT_VEHTYPE;;0;0.00;129108.420586;2606.343844;14.823592;51.856894;2.020769;0;55.499038
2021.00;45429543#6_0;0.20;2.53;2020.00;0.00;45429543#6_0;0.20;0.00;tripinfo_404 emissions_404 fcd_404;1.00;404;0;0.00;1.10;0.00;0.72;DEFAULT_VEHTYPE;;0;0.00;4020.388254;151.400932;0.784217;1.793294;0.089158;0;1.728239
2028.00;42141326#13_0;91.65;5.52;1870.00;0.00;42143918#4_0;5.10;0.00;tripinfo_374 emissions_374 fcd_374;158.00;374;0;641.59;0.85;0.00;85.41;DEFAULT_VEHTYPE;;3;65.00;325794.129053;13048.371639;67.001417;140.962312;6.744723;0;140.050185
2034.00;554582106#5_0;0.21;8.19;1730.00;0.00;49222369#0_0;5.10;0.00;tripinfo_346 emissions_346 fcd_346;304.00;346;0;1396.61;1.11;0.00;143.29;DEFAULT_VEHTYPE;;5;109.00;586890.166704;21724.577080;112.570943;251.191986;11.762153;0;252.287483
2038.00;337277984#3_0;29.42;10.18;1830.00;0.00;554582106#4_0;5.10;0.00;tripinfo_366 emissions_366 fcd_366;208.00;366;0;766.57;0.98;0.00;129.15;DEFAULT_VEHTYPE;;4;103.00;446865.018570;18429.792570;94.340227;193.834638;9.386131;0;192.095612
2040.00;337277977#0_0;97.57;9.86;1770.00;0.00;42141326#1_0;5.10;0.00;tripinfo_354 emissions_354 fcd_354;270.00;354;0;878.44;1.30;0.00;205.43;DEFAULT_VEHTYPE;;5;166.00;662038.810419;28573.409054;145.658933;292.261682;14.823119;0;284.592975
2040.00;49217102_0;98.88;7.28;1865.00;0.00;492471759#4_0;5.10;0.00;tripinfo_373 emissions_373 fcd_373;175.00;373;0;959.10;0.98;0.00;58.43;DEFAULT_VEHTYPE;;3;32.00;325869.357594;9293.083409;49.824738;135.283795;5.782647;0;140.080726
2041.00;49217116#0_0;97.13;6.80;1757.00;22.00;492471759#0_0;0.20;0.00;tripinfo_347 emissions_347 fcd_347;284.00;347;0;865.63;0.93;0.00;185.25;DEFAULT_VEHTYPE;;6;158.00;609049.056676;27590.955620;139.831489;266.793344;13.168162;0;261.815821
2041.00;492471759#2_0;68.11;7.00;1985.00;0.00;40668087#6_0;5.10;0.00;tripinfo_397 emissions_397 fcd_397;56.00;397;0;335.51;0.97;0.00;13.24;DEFAULT_VEHTYPE;;1;4.00;96682.501042;2314.676680;12.751099;39.324506;1.569871;0;41.560519
2042.00;45429543#1_0;100.11;6.15;1880.00;0.00;42143912#4_0;0.20;0.00;tripinfo_376 emissions_376 fcd_376;162.00;376;0;602.22;0.87;0.00;84.70;DEFAULT_VEHTYPE;;3;62.00;299518.684215;11841.857352;60.876572;129.213988;6.098720;0;128.755068
2043.00;492471412#2_0;50.44;8.49;1820.00;0.00;337277957#0_0;5.10;0.00;tripinfo_364 emissions_364 fcd_364;223.00;364;0;748.53;1.13;0.00;136.09;DEFAULT_VEHTYPE;;3;107.00;469742.247645;20276.064150;103.263258;204.652727;9.948255;0;201.930546
2062.00;42141326#10_1;28.82;5.78;2000.00;0.00;42141326#0_0;5.10;0.00;tripinfo_400 emissions_400 fcd_400;62.00;400;0;625.80;1.05;0.00;8.36;DEFAULT_VEHTYPE;;0;0.00;132349.971547;1965.202931;12.003905;52.157974;2.032967;0;56.891996
2066.00;492471759#7_0;173.79;9.06;1995.00;0.00;42201285#1_0;5.10;0.00;tripinfo_399 emissions_399 fcd_399;71.00;399;0;534.95;1.14;0.00;21.82;DEFAULT_VEHTYPE;;1;10.00;155277.274232;3316.472631;18.712370;63.607019;2.707154;0;66.747871
2070.00;492443336#1_0;100.99;8.18;1775.00;0.00;49222369#0_0;5.10;0.00;tripinfo_355 emissions_355 fcd_355;295.00;355;0;1334.15;1.01;0.00;103.36;DEFAULT_VEHTYPE;;2;75.00;529835.712644;19975.874857;103.116782;223.175316;9.903243;0;227.762684
2070.00;337277984#7_0;111.14;10.20;1908.00;3.00;492471412#1_0;5.10;0.00;tripinfo_381 emissions_381 fcd_381;162.00;381;0;1069.81;0.99;0.00;47.97;DEFAULT_VEHTYPE;;2;27.00;316204.938389;8348.660995;45.312295;130.022896;5.512527;0;135.925946
2081.00;42141326#16_0;15.63;13.75;1845.00;0.00;42141326#4_0;5.10;0.00;tripinfo_369 emissions_369 fcd_369;236.00;369;0;871.61;1.26;0.00;173.02;DEFAULT_VEHTYPE;;7;133.00;614349.904880;23993.024313;123.741760;269.356130;13.475884;0;264.091057
2084.00;49217119#1_0;35.72;7.66;1825.00;0.00;42143918#6_0;5.10;0.00;tripinfo_365 emissions_365 fcd_365;259.00;365;0;1186.10;0.96;0.00;123.83;DEFAULT_VEHTYPE;;6;81.00;525707.140913;18437.424097;96.154316;223.996508;10.287157;0;225.986074
2086.00;337277957#6_0;116.59;7.22;1705.00;0.00;337277984#4_0;5.10;0.00;tripinfo_341 emissions_341 fcd_341;381.00;341;0;1547.97;1.01;0.00;208.82;DEFAULT_VEHTYPE;;7;160.00;765020.092199;30201.292157;155.314169;329.721336;15.656677;0;328.861595
2087.00;554582106#3_0;94.14;7.10;1750.00;0.00;49217116#1_0;5.10;0.00;tripinfo_350 emissions_350 fcd_350;337.00;350;0;1425.17;0.98;0.00;165.97;DEFAULT_VEHTYPE;;7;110.00;660360.635618;24299.637816;125.963620;282.432305;13.066183;0;283.870401
2087.00;49217119#2_0;0.20;9.76;1885.00;0.00;567060342#1_0;5.10;0.00;tripinfo_377 emissions_377 fcd_377;202.00;377;0;805.55;1.21;0.00;124.41;DEFAULT_VEHTYPE;;4;86.00;447919.599797;17308.500959;89.280099;194.187411;9.352751;0;192.548011
2088.00;337277957#5_1;116.08;6.33;1755.00;0.00;492471759#6_0;5.10;0.00;tripinfo_351 emissions_351 fcd_351;333.00;351;0;1422.76;0.88;0.00;147.85;DEFAULT_VEHTYPE;;6;107.00;633228.024963;23882.298623;123.361799;269.050239;12.249584;0;272.207779
